participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started_utc,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,participant.treatment,participant.start_time,participant.end_time,participant.finished,participant.browser,participant.attention_check,participant.cq_1_mistakes,participant.cq_2_mistakes,participant.cq_3_mistakes,participant.attempts_training,participant.attempts_work_1,participant.attempts_work_2,participant.attempts_work_3,participant.which_belief,participant.beliefs1,participant.beliefs2,participant.beliefs3,participant.beliefs1_3,participant.beliefs1_2,participant.beliefs2_3,participant.beliefs4,participant.belief_bonus,participant.feedback,participant.feedback_difficulty,participant.feedback_understanding,participant.feedback_satisfied,participant.feedback_pay,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo,session.config.name,session.config.real_world_currency_per_point,session.config.development,session.config.participation_fee,session.prolific_completion_url,otfe.1.player.id_in_group,otfe.1.player.role,otfe.1.player.payoff,otfe.1.player.data_dummy,otfe.1.player.beliefs1,otfe.1.player.beliefs2,otfe.1.player.beliefs3,otfe.1.player.beliefs4,otfe.1.player.beliefs1_2,otfe.1.player.beliefs1_3,otfe.1.player.beliefs2_3,otfe.1.player.cq_1,otfe.1.player.cq_2,otfe.1.player.cq_3,otfe.1.player.survey_student_loans_with,otfe.1.player.survey_student_loans_without,otfe.1.player.survey_student_loans_with_likert,otfe.1.player.survey_student_loans_without_likert,otfe.1.player.survey_pandemic,otfe.1.player.survey_wealth_tax_savings,otfe.1.player.survey_wealth_tax_savings_number,otfe.1.player.survey_wealth_tax_consumption,otfe.1.player.survey_wealth_tax_personal_savings,otfe.1.player.survey_wealth_tax_personal_consumption,otfe.1.player.survey_repatriation,otfe.1.player.survey_tax_rates_1,otfe.1.player.survey_tax_rates_2,otfe.1.player.survey_tax_rates_3,otfe.1.player.survey_tax_rates_4,otfe.1.player.survey_tax_rates_5,otfe.1.player.survey_tax_rates_1_prob,otfe.1.player.survey_tax_rates_2_prob,otfe.1.player.survey_tax_rates_3_prob,otfe.1.player.survey_tax_rates_4_prob,otfe.1.player.survey_tax_rates_5_prob,otfe.1.player.annual_income,otfe.1.player.feedback,otfe.1.player.feedback_difficulty,otfe.1.player.feedback_understanding,otfe.1.player.feedback_satisfied,otfe.1.player.feedback_pay,otfe.1.group.id_in_subsession,otfe.1.subsession.round_number
384,iksyxh7i,,0,0,32,,,,0,,,0.0,C-Info,,,,,,0,0,0,,,,,1_3,,,,,,,,,,,,,,utx0z3u4,,,,,0,otfe,1.0,0,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,384,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
385,ysc2obhq,,0,0,32,,,,0,,,0.0,C-NoInfo,,,,,,0,0,0,,,,,2,,,,,,,,,,,,,,utx0z3u4,,,,,0,otfe,1.0,0,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,385,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
386,7if4pl4l,,0,0,32,,,,0,,,0.0,T2-T,,,,,,0,0,0,,,,,2,,,,,,,,,,,,,,utx0z3u4,,,,,0,otfe,1.0,0,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,386,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
387,irhmd2hu,,0,0,32,,,,0,,,0.0,T1-T-Info,,,,,,0,0,0,,,,,1_2,,,,,,,,,,,,,,utx0z3u4,,,,,0,otfe,1.0,0,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,387,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
388,hmpmtvog,,0,0,32,,,,0,,,0.0,T1-T-NoInfo,,,,,,0,0,0,,,,,2_3,,,,,,,,,,,,,,utx0z3u4,,,,,0,otfe,1.0,0,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,388,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
389,uejzfvsb,,0,0,32,,,,0,,,0.0,T1-P,,,,,,0,0,0,,,,,1,,,,,,,,,,,,,,utx0z3u4,,,,,0,otfe,1.0,0,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,389,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
390,vm1hmd06,,0,0,32,,,,0,,,0.0,C-Info,,,,,,0,0,0,,,,,1_2,,,,,,,,,,,,,,utx0z3u4,,,,,0,otfe,1.0,0,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,390,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
391,6x9vxggw,,0,0,32,,,,0,,,0.0,C-NoInfo,,,,,,0,0,0,,,,,1_2,,,,,,,,,,,,,,utx0z3u4,,,,,0,otfe,1.0,0,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,391,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
392,eletn14n,,0,0,32,,,,0,,,0.0,T2-T,,,,,,0,0,0,,,,,1,,,,,,,,,,,,,,utx0z3u4,,,,,0,otfe,1.0,0,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,392,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
393,72f15j33,,0,0,32,,,,0,,,0.0,T1-T-Info,,,,,,0,0,0,,,,,1_2,,,,,,,,,,,,,,utx0z3u4,,,,,0,otfe,1.0,0,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,393,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
394,b9m9qa2l,,0,0,32,,,,0,,,0.0,T1-T-NoInfo,,,,,,0,0,0,,,,,1,,,,,,,,,,,,,,utx0z3u4,,,,,0,otfe,1.0,0,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,394,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
395,tdf5h308,,0,0,32,,,,0,,,0.0,T1-P,,,,,,0,0,0,,,,,1_2,,,,,,,,,,,,,,utx0z3u4,,,,,0,otfe,1.0,0,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,395,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
396,gf847mgv,,0,0,32,,,,0,,,0.0,C-Info,,,,,,0,0,0,,,,,1_2,,,,,,,,,,,,,,utx0z3u4,,,,,0,otfe,1.0,0,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,396,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
397,ul974y2t,,0,0,32,,,,0,,,0.0,C-NoInfo,,,,,,0,0,0,,,,,1_3,,,,,,,,,,,,,,utx0z3u4,,,,,0,otfe,1.0,0,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,397,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
398,sltcvxe5,,0,0,32,,,,0,,,0.0,T2-T,,,,,,0,0,0,,,,,2,,,,,,,,,,,,,,utx0z3u4,,,,,0,otfe,1.0,0,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,398,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
399,60ddtbv1,,0,0,32,,,,0,,,0.0,T1-T-Info,,,,,,0,0,0,,,,,2_3,,,,,,,,,,,,,,utx0z3u4,,,,,0,otfe,1.0,0,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,399,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
400,616rjxbe,,0,0,32,,,,0,,,0.0,T1-T-NoInfo,,,,,,0,0,0,,,,,1_2,,,,,,,,,,,,,,utx0z3u4,,,,,0,otfe,1.0,0,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,400,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
401,ldmv8mn9,,0,0,32,,,,0,,,0.0,T1-P,,,,,,0,0,0,,,,,1,,,,,,,,,,,,,,utx0z3u4,,,,,0,otfe,1.0,0,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,401,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
402,xppx4x3k,,0,0,32,,,,0,,,0.0,C-Info,,,,,,0,0,0,,,,,2_3,,,,,,,,,,,,,,utx0z3u4,,,,,0,otfe,1.0,0,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,402,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
403,05ajvneu,,0,0,32,,,,0,,,0.0,C-NoInfo,,,,,,0,0,0,,,,,1_2,,,,,,,,,,,,,,utx0z3u4,,,,,0,otfe,1.0,0,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,403,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
404,2jofee0w,,0,0,32,,,,0,,,0.0,T2-T,,,,,,0,0,0,,,,,2,,,,,,,,,,,,,,utx0z3u4,,,,,0,otfe,1.0,0,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,404,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
405,lenpuwrh,,0,0,32,,,,0,,,0.0,T1-T-Info,,,,,,0,0,0,,,,,1_2,,,,,,,,,,,,,,utx0z3u4,,,,,0,otfe,1.0,0,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,405,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
406,z6mbm770,,0,0,32,,,,0,,,0.0,T1-T-NoInfo,,,,,,0,0,0,,,,,1,,,,,,,,,,,,,,utx0z3u4,,,,,0,otfe,1.0,0,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,406,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
407,g4g78wr7,,0,0,32,,,,0,,,0.0,T1-P,,,,,,0,0,0,,,,,2,,,,,,,,,,,,,,utx0z3u4,,,,,0,otfe,1.0,0,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,407,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
408,6gqt9awf,,0,0,32,,,,0,,,0.0,C-Info,,,,,,0,0,0,,,,,1_2,,,,,,,,,,,,,,utx0z3u4,,,,,0,otfe,1.0,0,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,408,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
409,rbb1hgbm,,0,0,32,,,,0,,,0.0,C-NoInfo,,,,,,0,0,0,,,,,1_2,,,,,,,,,,,,,,utx0z3u4,,,,,0,otfe,1.0,0,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,409,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
410,an6tlkny,,0,0,32,,,,0,,,0.0,T2-T,,,,,,0,0,0,,,,,3,,,,,,,,,,,,,,utx0z3u4,,,,,0,otfe,1.0,0,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,410,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
411,rwhna79j,,0,0,32,,,,0,,,0.0,T1-T-Info,,,,,,0,0,0,,,,,2,,,,,,,,,,,,,,utx0z3u4,,,,,0,otfe,1.0,0,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,411,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
412,z33x0zwb,,0,0,32,,,,0,,,0.0,T1-T-NoInfo,,,,,,0,0,0,,,,,2,,,,,,,,,,,,,,utx0z3u4,,,,,0,otfe,1.0,0,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,412,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
413,oud385th,,0,0,32,,,,0,,,0.0,T1-P,,,,,,0,0,0,,,,,1_3,,,,,,,,,,,,,,utx0z3u4,,,,,0,otfe,1.0,0,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,413,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
414,0agrsdr9,,0,0,32,,,,0,,,0.0,C-Info,,,,,,0,0,0,,,,,1_3,,,,,,,,,,,,,,utx0z3u4,,,,,0,otfe,1.0,0,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,414,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
415,ikl8hgi4,,0,0,32,,,,0,,,0.0,C-NoInfo,,,,,,0,0,0,,,,,1_3,,,,,,,,,,,,,,utx0z3u4,,,,,0,otfe,1.0,0,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,415,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
416,zryrervr,,0,0,32,,,,0,,,0.0,T2-T,,,,,,0,0,0,,,,,1_2,,,,,,,,,,,,,,utx0z3u4,,,,,0,otfe,1.0,0,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,416,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
417,z3256ce0,,0,0,32,,,,0,,,0.0,T1-T-Info,,,,,,0,0,0,,,,,2,,,,,,,,,,,,,,utx0z3u4,,,,,0,otfe,1.0,0,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,417,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
418,qirvft2j,,0,0,32,,,,0,,,0.0,T1-T-NoInfo,,,,,,0,0,0,,,,,1_3,,,,,,,,,,,,,,utx0z3u4,,,,,0,otfe,1.0,0,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,418,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
419,3h7zllq0,,0,0,32,,,,0,,,0.0,T1-P,,,,,,0,0,0,,,,,1,,,,,,,,,,,,,,utx0z3u4,,,,,0,otfe,1.0,0,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,419,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
420,67jn9o67,,0,0,32,,,,0,,,0.0,C-Info,,,,,,0,0,0,,,,,1_2,,,,,,,,,,,,,,utx0z3u4,,,,,0,otfe,1.0,0,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,420,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
421,jbi9a20t,,0,0,32,,,,0,,,0.0,C-NoInfo,,,,,,0,0,0,,,,,2,,,,,,,,,,,,,,utx0z3u4,,,,,0,otfe,1.0,0,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,421,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
422,h0aifzp0,,0,0,32,,,,0,,,0.0,T2-T,,,,,,0,0,0,,,,,1_2,,,,,,,,,,,,,,utx0z3u4,,,,,0,otfe,1.0,0,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,422,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
423,nop6bhkb,,0,0,32,,,,0,,,0.0,T1-T-Info,,,,,,0,0,0,,,,,3,,,,,,,,,,,,,,utx0z3u4,,,,,0,otfe,1.0,0,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,423,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
424,0k8a0fh1,,0,0,32,,,,0,,,0.0,T1-T-NoInfo,,,,,,0,0,0,,,,,1_2,,,,,,,,,,,,,,utx0z3u4,,,,,0,otfe,1.0,0,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,424,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
425,4ecq8gic,,0,0,32,,,,0,,,0.0,T1-P,,,,,,0,0,0,,,,,1,,,,,,,,,,,,,,utx0z3u4,,,,,0,otfe,1.0,0,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,425,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
426,zieam053,,0,0,32,,,,0,,,0.0,C-Info,,,,,,0,0,0,,,,,1_2,,,,,,,,,,,,,,utx0z3u4,,,,,0,otfe,1.0,0,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,426,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
427,3zt0wewb,,0,0,32,,,,0,,,0.0,C-NoInfo,,,,,,0,0,0,,,,,1,,,,,,,,,,,,,,utx0z3u4,,,,,0,otfe,1.0,0,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,427,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
428,9qqbx9r6,,0,0,32,,,,0,,,0.0,T2-T,,,,,,0,0,0,,,,,2_3,,,,,,,,,,,,,,utx0z3u4,,,,,0,otfe,1.0,0,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,428,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
429,8s7pmx8r,,0,0,32,,,,0,,,0.0,T1-T-Info,,,,,,0,0,0,,,,,1_3,,,,,,,,,,,,,,utx0z3u4,,,,,0,otfe,1.0,0,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,429,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
430,t9lr3ujo,,0,0,32,,,,0,,,0.0,T1-T-NoInfo,,,,,,0,0,0,,,,,2,,,,,,,,,,,,,,utx0z3u4,,,,,0,otfe,1.0,0,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,430,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
431,qp68hbuc,,0,0,32,,,,0,,,0.0,T1-P,,,,,,0,0,0,,,,,3,,,,,,,,,,,,,,utx0z3u4,,,,,0,otfe,1.0,0,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,431,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
432,1jtcjl0c,,0,0,32,,,,0,,,0.0,C-Info,,,,,,0,0,0,,,,,1,,,,,,,,,,,,,,utx0z3u4,,,,,0,otfe,1.0,0,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,432,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
433,c5g8vu27,,0,0,32,,,,0,,,0.0,C-NoInfo,,,,,,0,0,0,,,,,1_3,,,,,,,,,,,,,,utx0z3u4,,,,,0,otfe,1.0,0,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,433,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
434,zeczqgdv,,0,0,32,,,,0,,,0.0,T2-T,,,,,,0,0,0,,,,,2_3,,,,,,,,,,,,,,utx0z3u4,,,,,0,otfe,1.0,0,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,434,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
435,zp5esfhp,,0,0,32,,,,0,,,0.0,T1-T-Info,,,,,,0,0,0,,,,,1_3,,,,,,,,,,,,,,utx0z3u4,,,,,0,otfe,1.0,0,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,435,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
436,e99sj6kb,,0,0,32,,,,0,,,0.0,T1-T-NoInfo,,,,,,0,0,0,,,,,2_3,,,,,,,,,,,,,,utx0z3u4,,,,,0,otfe,1.0,0,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,436,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
437,wtulfbqh,,0,0,32,,,,0,,,0.0,T1-P,,,,,,0,0,0,,,,,2_3,,,,,,,,,,,,,,utx0z3u4,,,,,0,otfe,1.0,0,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,437,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
438,xsp3nbf6,,0,0,32,,,,0,,,0.0,C-Info,,,,,,0,0,0,,,,,1_3,,,,,,,,,,,,,,utx0z3u4,,,,,0,otfe,1.0,0,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,438,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
439,jgpymg0b,,0,0,32,,,,0,,,0.0,C-NoInfo,,,,,,0,0,0,,,,,2,,,,,,,,,,,,,,utx0z3u4,,,,,0,otfe,1.0,0,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,439,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
440,7tu30qqb,,0,0,32,,,,0,,,0.0,T2-T,,,,,,0,0,0,,,,,1_3,,,,,,,,,,,,,,utx0z3u4,,,,,0,otfe,1.0,0,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,440,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
441,8cd4joas,,0,0,32,,,,0,,,0.0,T1-T-Info,,,,,,0,0,0,,,,,2,,,,,,,,,,,,,,utx0z3u4,,,,,0,otfe,1.0,0,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,441,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
442,47n9q4sw,,0,0,32,,,,0,,,0.0,T1-T-NoInfo,,,,,,0,0,0,,,,,3,,,,,,,,,,,,,,utx0z3u4,,,,,0,otfe,1.0,0,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,442,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
443,ubevzrqm,,0,0,32,,,,0,,,0.0,T1-P,,,,,,0,0,0,,,,,3,,,,,,,,,,,,,,utx0z3u4,,,,,0,otfe,1.0,0,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,443,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
444,amhvmvsj,,0,0,32,,,,0,,,0.0,C-Info,,,,,,0,0,0,,,,,1,,,,,,,,,,,,,,utx0z3u4,,,,,0,otfe,1.0,0,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,444,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
445,1k52vb7a,,0,0,32,,,,0,,,0.0,C-NoInfo,,,,,,0,0,0,,,,,3,,,,,,,,,,,,,,utx0z3u4,,,,,0,otfe,1.0,0,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,445,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
446,fosak2u7,,0,0,32,,,,0,,,0.0,T2-T,,,,,,0,0,0,,,,,1,,,,,,,,,,,,,,utx0z3u4,,,,,0,otfe,1.0,0,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,446,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
447,c4b3tads,,0,0,32,,,,0,,,0.0,T1-T-Info,,,,,,0,0,0,,,,,1,,,,,,,,,,,,,,utx0z3u4,,,,,0,otfe,1.0,0,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,447,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
448,f87e1pdk,,0,0,32,,,,0,,,0.0,T1-T-NoInfo,,,,,,0,0,0,,,,,2_3,,,,,,,,,,,,,,utx0z3u4,,,,,0,otfe,1.0,0,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,448,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
449,uquvj9he,,0,0,32,,,,0,,,0.0,T1-P,,,,,,0,0,0,,,,,1_3,,,,,,,,,,,,,,utx0z3u4,,,,,0,otfe,1.0,0,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,449,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
450,jw1yv1gd,,0,0,32,,,,0,,,0.0,C-Info,,,,,,0,0,0,,,,,2_3,,,,,,,,,,,,,,utx0z3u4,,,,,0,otfe,1.0,0,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,450,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
451,jdysa3b2,,0,0,32,,,,0,,,0.0,C-NoInfo,,,,,,0,0,0,,,,,1_2,,,,,,,,,,,,,,utx0z3u4,,,,,0,otfe,1.0,0,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,451,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
452,ybgkml20,,0,0,32,,,,0,,,0.0,T2-T,,,,,,0,0,0,,,,,2,,,,,,,,,,,,,,utx0z3u4,,,,,0,otfe,1.0,0,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,452,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
453,2xcbszog,,0,0,32,,,,0,,,0.0,T1-T-Info,,,,,,0,0,0,,,,,2,,,,,,,,,,,,,,utx0z3u4,,,,,0,otfe,1.0,0,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,453,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
454,pmhcbnwz,,0,0,32,,,,0,,,0.0,T1-T-NoInfo,,,,,,0,0,0,,,,,3,,,,,,,,,,,,,,utx0z3u4,,,,,0,otfe,1.0,0,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,454,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
455,eak7m1ct,,0,0,32,,,,0,,,0.0,T1-P,,,,,,0,0,0,,,,,2,,,,,,,,,,,,,,utx0z3u4,,,,,0,otfe,1.0,0,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,455,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
456,qidsg8h0,,0,0,32,,,,0,,,0.0,C-Info,,,,,,0,0,0,,,,,1_2,,,,,,,,,,,,,,utx0z3u4,,,,,0,otfe,1.0,0,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,456,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
457,7u9bti64,,0,0,32,,,,0,,,0.0,C-NoInfo,,,,,,0,0,0,,,,,3,,,,,,,,,,,,,,utx0z3u4,,,,,0,otfe,1.0,0,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,457,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
458,bur43gja,,0,0,32,,,,0,,,0.0,T2-T,,,,,,0,0,0,,,,,3,,,,,,,,,,,,,,utx0z3u4,,,,,0,otfe,1.0,0,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,458,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
