participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started_utc,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,participant.treatment,participant.start_time,participant.end_time,participant.finished,participant.browser,participant.attention_check,participant.cq_1_mistakes,participant.cq_2_mistakes,participant.attempts_training,participant.attempts_work_1,participant.attempts_work_2,participant.attempts_work_3,participant.which_belief,participant.beliefs1,participant.beliefs2,participant.beliefs3,participant.beliefs1_3,participant.beliefs1_2,participant.beliefs2_3,participant.beliefs4,participant.belief_bonus,participant.feedback,participant.feedback_difficulty,participant.feedback_understanding,participant.feedback_satisfied,participant.feedback_pay,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo,session.config.real_world_currency_per_point,session.config.name,session.config.participation_fee,session.config.development,session.prolific_completion_url,otfe.1.player.id_in_group,otfe.1.player.role,otfe.1.player.payoff,otfe.1.player.data_dummy,otfe.1.player.beliefs1,otfe.1.player.beliefs2,otfe.1.player.beliefs3,otfe.1.player.beliefs4,otfe.1.player.beliefs1_2,otfe.1.player.beliefs1_3,otfe.1.player.beliefs2_3,otfe.1.player.cq_1,otfe.1.player.cq_2,otfe.1.player.cq_3,otfe.1.player.survey_student_loans,otfe.1.player.survey_pandemic,otfe.1.player.survey_wealth_tax_savings,otfe.1.player.survey_wealth_tax_consumption,otfe.1.player.survey_wealth_tax_personal_savings,otfe.1.player.survey_wealth_tax_personal_consumption,otfe.1.player.survey_repatriation,otfe.1.player.survey_one_time_policies,otfe.1.player.survey_tax_rates_1,otfe.1.player.survey_tax_rates_2,otfe.1.player.survey_tax_rates_3,otfe.1.player.survey_tax_rates_4,otfe.1.player.survey_tax_rates_5,otfe.1.player.feedback,otfe.1.player.feedback_difficulty,otfe.1.player.feedback_understanding,otfe.1.player.feedback_satisfied,otfe.1.player.feedback_pay,otfe.1.group.id_in_subsession,otfe.1.subsession.round_number
450,v1i983j8,,0,0,29,,,,0,,,0.0,C-Info,,,,,,0,0,,,,,1,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,450,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
451,02zzmfto,,0,0,29,,,,0,,,0.0,T2-T,,,,,,0,0,,,,,1_2,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,451,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
452,ip1h20hv,,0,0,29,,,,0,,,0.0,T1-P,,,,,,0,0,,,,,2,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,452,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
453,pkln397q,,0,0,29,,,,0,,,0.0,C-NoInfo,,,,,,0,0,,,,,2_3,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,453,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
454,qaa5khsg,,0,0,29,,,,0,,,0.0,T1-T-Info,,,,,,0,0,,,,,1_2,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,454,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
455,ojw66eur,,0,0,29,,,,0,,,0.0,T1-T-NoInfo,,,,,,0,0,,,,,3,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,455,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
456,di59afmb,,0,0,29,,,,0,,,0.0,C-Info,,,,,,0,0,,,,,1_2,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,456,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
457,e7g3ybwm,,0,0,29,,,,0,,,0.0,T2-T,,,,,,0,0,,,,,2_3,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,457,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
458,2zp4mzma,,0,0,29,,,,0,,,0.0,T1-P,,,,,,0,0,,,,,2,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,458,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
459,x164lpqo,,0,0,29,,,,0,,,0.0,C-NoInfo,,,,,,0,0,,,,,2_3,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,459,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
460,2ntebq8m,,0,0,29,,,,0,,,0.0,T1-T-Info,,,,,,0,0,,,,,1_2,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,460,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
461,0z9ayk36,,0,0,29,,,,0,,,0.0,T1-T-NoInfo,,,,,,0,0,,,,,3,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,461,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
462,2675o1bx,,0,0,29,,,,0,,,0.0,C-Info,,,,,,0,0,,,,,1_2,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,462,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
463,e09hvdqr,,0,0,29,,,,0,,,0.0,T2-T,,,,,,0,0,,,,,1_2,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,463,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
464,iiamkg88,,0,0,29,,,,0,,,0.0,T1-P,,,,,,0,0,,,,,2_3,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,464,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
465,6sm95j72,,0,0,29,,,,0,,,0.0,C-NoInfo,,,,,,0,0,,,,,1_2,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,465,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
466,bbq8oake,,0,0,29,,,,0,,,0.0,T1-T-Info,,,,,,0,0,,,,,1,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,466,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
467,60tynetj,,0,0,29,,,,0,,,0.0,T1-T-NoInfo,,,,,,0,0,,,,,1,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,467,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
468,7kjztydw,,0,0,29,,,,0,,,0.0,C-Info,,,,,,0,0,,,,,2,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,468,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
469,zudqakie,,0,0,29,,,,0,,,0.0,T2-T,,,,,,0,0,,,,,1_3,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,469,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
470,23pbug1n,,0,0,29,,,,0,,,0.0,T1-P,,,,,,0,0,,,,,1,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,470,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
471,lgtnlbxw,,0,0,29,,,,0,,,0.0,C-NoInfo,,,,,,0,0,,,,,2_3,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,471,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
472,v5pz22wi,,0,0,29,,,,0,,,0.0,T1-T-Info,,,,,,0,0,,,,,2_3,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,472,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
473,n63xsmr6,,0,0,29,,,,0,,,0.0,T1-T-NoInfo,,,,,,0,0,,,,,2_3,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,473,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
474,vq3fhtmn,,0,0,29,,,,0,,,0.0,C-Info,,,,,,0,0,,,,,3,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,474,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
475,v7fhn4zx,,0,0,29,,,,0,,,0.0,T2-T,,,,,,0,0,,,,,3,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,475,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
476,5tagjnjz,,0,0,29,,,,0,,,0.0,T1-P,,,,,,0,0,,,,,2_3,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,476,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
477,u3pjoqnp,,0,0,29,,,,0,,,0.0,C-NoInfo,,,,,,0,0,,,,,3,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,477,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
478,tz7icmv6,,0,0,29,,,,0,,,0.0,T1-T-Info,,,,,,0,0,,,,,1_3,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,478,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
479,vg5eui7a,,0,0,29,,,,0,,,0.0,T1-T-NoInfo,,,,,,0,0,,,,,1,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,479,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
480,vml8b8tl,,0,0,29,,,,0,,,0.0,C-Info,,,,,,0,0,,,,,2_3,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,480,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
481,mg2npuoy,,0,0,29,,,,0,,,0.0,T2-T,,,,,,0,0,,,,,3,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,481,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
482,ndn8ce21,,0,0,29,,,,0,,,0.0,T1-P,,,,,,0,0,,,,,1_2,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,482,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
483,lv52r91w,,0,0,29,,,,0,,,0.0,C-NoInfo,,,,,,0,0,,,,,1_2,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,483,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
484,vtismxp0,,0,0,29,,,,0,,,0.0,T1-T-Info,,,,,,0,0,,,,,1_2,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,484,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
485,ghnhoux7,,0,0,29,,,,0,,,0.0,T1-T-NoInfo,,,,,,0,0,,,,,3,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,485,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
486,8hb75n1c,,0,0,29,,,,0,,,0.0,C-Info,,,,,,0,0,,,,,1,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,486,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
487,m8zlqwtu,,0,0,29,,,,0,,,0.0,T2-T,,,,,,0,0,,,,,2,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,487,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
488,rmn4a9z4,,0,0,29,,,,0,,,0.0,T1-P,,,,,,0,0,,,,,1_3,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,488,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
489,tefwvmyr,,0,0,29,,,,0,,,0.0,C-NoInfo,,,,,,0,0,,,,,3,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,489,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
490,e9iwct3s,,0,0,29,,,,0,,,0.0,T1-T-Info,,,,,,0,0,,,,,1_3,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,490,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
491,jr6qtqle,,0,0,29,,,,0,,,0.0,T1-T-NoInfo,,,,,,0,0,,,,,1_3,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,491,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
492,mh44d36f,,0,0,29,,,,0,,,0.0,C-Info,,,,,,0,0,,,,,1_3,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,492,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
493,xlrhp4k1,,0,0,29,,,,0,,,0.0,T2-T,,,,,,0,0,,,,,3,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,493,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
494,hsk1bm10,,0,0,29,,,,0,,,0.0,T1-P,,,,,,0,0,,,,,3,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,494,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
495,6ppx37v9,,0,0,29,,,,0,,,0.0,C-NoInfo,,,,,,0,0,,,,,1_2,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,495,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
496,zg3qj7np,,0,0,29,,,,0,,,0.0,T1-T-Info,,,,,,0,0,,,,,1_3,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,496,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
497,pzm025m3,,0,0,29,,,,0,,,0.0,T1-T-NoInfo,,,,,,0,0,,,,,2_3,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,497,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
498,orzvp6fn,,0,0,29,,,,0,,,0.0,C-Info,,,,,,0,0,,,,,1_3,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,498,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
499,l2kqodfi,,0,0,29,,,,0,,,0.0,T2-T,,,,,,0,0,,,,,2_3,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,499,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
500,mcyhj79v,,0,0,29,,,,0,,,0.0,T1-P,,,,,,0,0,,,,,1_3,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,500,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
501,jpu9eifq,,0,0,29,,,,0,,,0.0,C-NoInfo,,,,,,0,0,,,,,2,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,501,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
502,vj85l7cx,,0,0,29,,,,0,,,0.0,T1-T-Info,,,,,,0,0,,,,,2,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,502,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
503,qwyfbobc,,0,0,29,,,,0,,,0.0,T1-T-NoInfo,,,,,,0,0,,,,,2_3,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,503,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
504,8q7ibwt6,,0,0,29,,,,0,,,0.0,C-Info,,,,,,0,0,,,,,2,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,504,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
505,rgd87s4u,,0,0,29,,,,0,,,0.0,T2-T,,,,,,0,0,,,,,2_3,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,505,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
506,qjp0bynj,,0,0,29,,,,0,,,0.0,T1-P,,,,,,0,0,,,,,1,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,506,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
507,8o4dhyy5,,0,0,29,,,,0,,,0.0,C-NoInfo,,,,,,0,0,,,,,2,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,507,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
508,xcvimpbd,,0,0,29,,,,0,,,0.0,T1-T-Info,,,,,,0,0,,,,,3,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,508,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
509,wybvm43z,,0,0,29,,,,0,,,0.0,T1-T-NoInfo,,,,,,0,0,,,,,1_2,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,509,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
510,s2iniith,,0,0,29,,,,0,,,0.0,C-Info,,,,,,0,0,,,,,3,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,510,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
511,9qzkslu6,,0,0,29,,,,0,,,0.0,T2-T,,,,,,0,0,,,,,1_3,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,511,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
512,zkmu558t,,0,0,29,,,,0,,,0.0,T1-P,,,,,,0,0,,,,,3,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,512,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
513,16ituul0,,0,0,29,,,,0,,,0.0,C-NoInfo,,,,,,0,0,,,,,1_3,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,513,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
514,cpf375qp,,0,0,29,,,,0,,,0.0,T1-T-Info,,,,,,0,0,,,,,2,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,514,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
515,c8m0tawx,,0,0,29,,,,0,,,0.0,T1-T-NoInfo,,,,,,0,0,,,,,1_2,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,515,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
516,n6jgymxz,,0,0,29,,,,0,,,0.0,C-Info,,,,,,0,0,,,,,2,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,516,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
517,tekhlv0w,,0,0,29,,,,0,,,0.0,T2-T,,,,,,0,0,,,,,1_2,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,517,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
518,rmcu0hj8,,0,0,29,,,,0,,,0.0,T1-P,,,,,,0,0,,,,,1,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,518,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
519,jz5ks2bf,,0,0,29,,,,0,,,0.0,C-NoInfo,,,,,,0,0,,,,,1,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,519,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
520,xjz47k6u,,0,0,29,,,,0,,,0.0,T1-T-Info,,,,,,0,0,,,,,3,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,520,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
521,zu7hvm9q,,0,0,29,,,,0,,,0.0,T1-T-NoInfo,,,,,,0,0,,,,,3,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,521,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
522,4mlzi6vy,,0,0,29,,,,0,,,0.0,C-Info,,,,,,0,0,,,,,3,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,522,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
523,lrmtpo0g,,0,0,29,,,,0,,,0.0,T2-T,,,,,,0,0,,,,,2_3,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,523,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
524,8hftopb4,,0,0,29,,,,0,,,0.0,T1-P,,,,,,0,0,,,,,1_2,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,524,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
525,xqpmbt70,,0,0,29,,,,0,,,0.0,C-NoInfo,,,,,,0,0,,,,,1_2,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,525,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
526,80bfpjun,,0,0,29,,,,0,,,0.0,T1-T-Info,,,,,,0,0,,,,,3,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,526,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
527,xjj3c3sx,,0,0,29,,,,0,,,0.0,T1-T-NoInfo,,,,,,0,0,,,,,1_3,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,527,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
528,m53yyco2,,0,0,29,,,,0,,,0.0,C-Info,,,,,,0,0,,,,,1_3,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,528,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
529,3wtv23th,,0,0,29,,,,0,,,0.0,T2-T,,,,,,0,0,,,,,1_3,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,529,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
530,8g7ngigq,,0,0,29,,,,0,,,0.0,T1-P,,,,,,0,0,,,,,2,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,530,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
531,19y27p3e,,0,0,29,,,,0,,,0.0,C-NoInfo,,,,,,0,0,,,,,3,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,531,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
