participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started_utc,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,participant.treatment,participant.start_time,participant.end_time,participant.finished,participant.browser,participant.attention_check,participant.cq_1_mistakes,participant.cq_2_mistakes,participant.cq_3_mistakes,participant.attempts_training,participant.attempts_work_1,participant.attempts_work_2,participant.attempts_work_3,participant.which_belief,participant.beliefs1,participant.beliefs2,participant.beliefs3,participant.beliefs1_3,participant.beliefs1_2,participant.beliefs2_3,participant.beliefs4,participant.belief_bonus,participant.feedback,participant.feedback_difficulty,participant.feedback_understanding,participant.feedback_satisfied,participant.feedback_pay,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo,session.config.real_world_currency_per_point,session.config.development,session.config.name,session.config.participation_fee,session.prolific_completion_url,otfe.1.player.id_in_group,otfe.1.player.role,otfe.1.player.payoff,otfe.1.player.data_dummy,otfe.1.player.beliefs1,otfe.1.player.beliefs2,otfe.1.player.beliefs3,otfe.1.player.beliefs4,otfe.1.player.beliefs1_2,otfe.1.player.beliefs1_3,otfe.1.player.beliefs2_3,otfe.1.player.cq_1,otfe.1.player.cq_2,otfe.1.player.cq_3,otfe.1.player.survey_student_loans_likelihood,otfe.1.player.survey_student_loans_with,otfe.1.player.survey_student_loans_without,otfe.1.player.survey_student_loans_with_likert,otfe.1.player.survey_student_loans_without_likert,otfe.1.player.survey_pandemic,otfe.1.player.survey_wealth_tax_savings_likelihood,otfe.1.player.survey_wealth_tax_savings,otfe.1.player.survey_wealth_tax_savings_number,otfe.1.player.survey_wealth_tax_consumption,otfe.1.player.survey_wealth_tax_personal_savings,otfe.1.player.survey_wealth_tax_personal_consumption,otfe.1.player.survey_repatriation_likelihood,otfe.1.player.survey_repatriation,otfe.1.player.survey_tax_rates_1,otfe.1.player.survey_tax_rates_2,otfe.1.player.survey_tax_rates_3,otfe.1.player.survey_tax_rates_4,otfe.1.player.survey_tax_rates_5,otfe.1.player.survey_tax_rates_1_prob,otfe.1.player.survey_tax_rates_2_prob,otfe.1.player.survey_tax_rates_3_prob,otfe.1.player.survey_tax_rates_4_prob,otfe.1.player.survey_tax_rates_5_prob,otfe.1.player.annual_income,otfe.1.player.feedback,otfe.1.player.feedback_difficulty,otfe.1.player.feedback_understanding,otfe.1.player.feedback_satisfied,otfe.1.player.feedback_pay,otfe.1.group.id_in_subsession,otfe.1.subsession.round_number
451,0n12texr,,0,0,32,,,,0,,,0.0,C-NoInfo,,,,,,0,0,0,,,,,3,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,451,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
452,4ii3ghkt,,0,0,32,,,,0,,,0.0,T1-T-Info,,,,,,0,0,0,,,,,1_3,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,452,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
453,kb0bqov4,,0,0,32,,,,0,,,0.0,T2-T,,,,,,0,0,0,,,,,1_2,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,453,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
454,qgyirya3,,0,0,32,,,,0,,,0.0,T1-T-NoInfo,,,,,,0,0,0,,,,,2,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,454,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
455,pd0xrwmf,,0,0,32,,,,0,,,0.0,C-Info,,,,,,0,0,0,,,,,2,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,455,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
456,quxzilpy,,0,0,32,,,,0,,,0.0,T1-P,,,,,,0,0,0,,,,,3,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,456,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
457,1wrmbt8t,,0,0,32,,,,0,,,0.0,C-NoInfo,,,,,,0,0,0,,,,,1,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,457,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
458,m9o83q3g,,0,0,32,,,,0,,,0.0,T1-T-Info,,,,,,0,0,0,,,,,2_3,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,458,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
459,jtgtadjz,,0,0,32,,,,0,,,0.0,T2-T,,,,,,0,0,0,,,,,2,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,459,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
460,mrusdbzi,,0,0,32,,,,0,,,0.0,T1-T-NoInfo,,,,,,0,0,0,,,,,1_3,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,460,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
461,erf0vnnd,,0,0,32,,,,0,,,0.0,C-Info,,,,,,0,0,0,,,,,1,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,461,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
462,znv9ddh4,,0,0,32,,,,0,,,0.0,T1-P,,,,,,0,0,0,,,,,1_2,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,462,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
463,0kv72jlt,,0,0,32,,,,0,,,0.0,C-NoInfo,,,,,,0,0,0,,,,,3,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,463,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
464,tfttsq35,,0,0,32,,,,0,,,0.0,T1-T-Info,,,,,,0,0,0,,,,,1_2,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,464,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
465,n4j1vcyj,,0,0,32,,,,0,,,0.0,T2-T,,,,,,0,0,0,,,,,1_3,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,465,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
466,uzj5n1c6,,0,0,32,,,,0,,,0.0,T1-T-NoInfo,,,,,,0,0,0,,,,,1_2,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,466,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
467,sa01r7in,,0,0,32,,,,0,,,0.0,C-Info,,,,,,0,0,0,,,,,3,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,467,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
468,w8toyo9t,,0,0,32,,,,0,,,0.0,T1-P,,,,,,0,0,0,,,,,1_3,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,468,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
469,i634hqys,,0,0,32,,,,0,,,0.0,C-NoInfo,,,,,,0,0,0,,,,,1,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,469,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
470,jca5cuko,,0,0,32,,,,0,,,0.0,T1-T-Info,,,,,,0,0,0,,,,,2_3,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,470,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
471,7t6ei80k,,0,0,32,,,,0,,,0.0,T2-T,,,,,,0,0,0,,,,,2_3,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,471,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
472,gxxf9a2c,,0,0,32,,,,0,,,0.0,T1-T-NoInfo,,,,,,0,0,0,,,,,1,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,472,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
473,yyrcyycy,,0,0,32,,,,0,,,0.0,C-Info,,,,,,0,0,0,,,,,1_2,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,473,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
474,84md9uz6,,0,0,32,,,,0,,,0.0,T1-P,,,,,,0,0,0,,,,,3,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,474,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
475,7u95cb9a,,0,0,32,,,,0,,,0.0,C-NoInfo,,,,,,0,0,0,,,,,1_2,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,475,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
476,nnx7mxbq,,0,0,32,,,,0,,,0.0,T1-T-Info,,,,,,0,0,0,,,,,1_3,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,476,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
477,1vv9t7ul,,0,0,32,,,,0,,,0.0,T2-T,,,,,,0,0,0,,,,,1,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,477,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
478,2ujyuxg2,,0,0,32,,,,0,,,0.0,T1-T-NoInfo,,,,,,0,0,0,,,,,2_3,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,478,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
479,ey1nrnjy,,0,0,32,,,,0,,,0.0,C-Info,,,,,,0,0,0,,,,,1_3,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,479,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
480,4v0x5u9k,,0,0,32,,,,0,,,0.0,T1-P,,,,,,0,0,0,,,,,2_3,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,480,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
481,2187u2y1,,0,0,32,,,,0,,,0.0,C-NoInfo,,,,,,0,0,0,,,,,1_3,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,481,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
482,7rbcwv1e,,0,0,32,,,,0,,,0.0,T1-T-Info,,,,,,0,0,0,,,,,2,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,482,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
483,q7lp646b,,0,0,32,,,,0,,,0.0,T2-T,,,,,,0,0,0,,,,,1_2,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,483,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
484,iz6cav7z,,0,0,32,,,,0,,,0.0,T1-T-NoInfo,,,,,,0,0,0,,,,,1_2,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,484,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
485,7ecprosy,,0,0,32,,,,0,,,0.0,C-Info,,,,,,0,0,0,,,,,1_3,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,485,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
486,u9dno5dd,,0,0,32,,,,0,,,0.0,T1-P,,,,,,0,0,0,,,,,2_3,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,486,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
487,60kfa3vs,,0,0,32,,,,0,,,0.0,C-NoInfo,,,,,,0,0,0,,,,,1_3,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,487,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
488,yshanncf,,0,0,32,,,,0,,,0.0,T1-T-Info,,,,,,0,0,0,,,,,1_3,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,488,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
489,sb8g3v0x,,0,0,32,,,,0,,,0.0,T2-T,,,,,,0,0,0,,,,,2,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,489,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
490,f3cbvcit,,0,0,32,,,,0,,,0.0,T1-T-NoInfo,,,,,,0,0,0,,,,,1,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,490,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
491,d64fpg6x,,0,0,32,,,,0,,,0.0,C-Info,,,,,,0,0,0,,,,,2_3,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,491,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
492,3j5fd2lz,,0,0,32,,,,0,,,0.0,T1-P,,,,,,0,0,0,,,,,1_3,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,492,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
493,xm9lgq6w,,0,0,32,,,,0,,,0.0,C-NoInfo,,,,,,0,0,0,,,,,1_3,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,493,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
494,wcuvw019,,0,0,32,,,,0,,,0.0,T1-T-Info,,,,,,0,0,0,,,,,1_3,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,494,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
495,lfp1harh,,0,0,32,,,,0,,,0.0,T2-T,,,,,,0,0,0,,,,,2,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,495,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
496,4v99jy0i,,0,0,32,,,,0,,,0.0,T1-T-NoInfo,,,,,,0,0,0,,,,,1_2,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,496,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
497,oujz7ivj,,0,0,32,,,,0,,,0.0,C-Info,,,,,,0,0,0,,,,,1_3,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,497,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
498,o0p2cqhm,,0,0,32,,,,0,,,0.0,T1-P,,,,,,0,0,0,,,,,2_3,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,498,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
499,r9d3nw2d,,0,0,32,,,,0,,,0.0,C-NoInfo,,,,,,0,0,0,,,,,1_3,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,499,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
500,bvoqj4br,,0,0,32,,,,0,,,0.0,T1-T-Info,,,,,,0,0,0,,,,,2_3,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,500,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
501,s30hrhqv,,0,0,32,,,,0,,,0.0,T2-T,,,,,,0,0,0,,,,,1_2,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,501,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
502,9tzqt2as,,0,0,32,,,,0,,,0.0,T1-T-NoInfo,,,,,,0,0,0,,,,,2,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,502,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
503,sqq78j7z,,0,0,32,,,,0,,,0.0,C-Info,,,,,,0,0,0,,,,,2,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,503,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
504,lzqervg4,,0,0,32,,,,0,,,0.0,T1-P,,,,,,0,0,0,,,,,1_3,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,504,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
505,rasaqzts,,0,0,32,,,,0,,,0.0,C-NoInfo,,,,,,0,0,0,,,,,1_3,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,505,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
506,by0etlda,,0,0,32,,,,0,,,0.0,T1-T-Info,,,,,,0,0,0,,,,,1_3,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,506,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
507,so2xizd1,,0,0,32,,,,0,,,0.0,T2-T,,,,,,0,0,0,,,,,2_3,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,507,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
508,o61oeq9t,,0,0,32,,,,0,,,0.0,T1-T-NoInfo,,,,,,0,0,0,,,,,1_2,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,508,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
509,uh67q63n,,0,0,32,,,,0,,,0.0,C-Info,,,,,,0,0,0,,,,,2_3,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,509,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
510,kcovlau9,,0,0,32,,,,0,,,0.0,T1-P,,,,,,0,0,0,,,,,2,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,510,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
511,xb3dz1tt,,0,0,32,,,,0,,,0.0,C-NoInfo,,,,,,0,0,0,,,,,1_2,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,511,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
512,i60xk4ti,,0,0,32,,,,0,,,0.0,T1-T-Info,,,,,,0,0,0,,,,,1_2,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,512,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
513,u9zzr48y,,0,0,32,,,,0,,,0.0,T2-T,,,,,,0,0,0,,,,,1_2,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,513,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
514,hzn3efnx,,0,0,32,,,,0,,,0.0,T1-T-NoInfo,,,,,,0,0,0,,,,,1_2,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,514,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
515,gmxr6fhr,,0,0,32,,,,0,,,0.0,C-Info,,,,,,0,0,0,,,,,2,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,515,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
516,l27kf7dt,,0,0,32,,,,0,,,0.0,T1-P,,,,,,0,0,0,,,,,2,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,516,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
517,blofo5dp,,0,0,32,,,,0,,,0.0,C-NoInfo,,,,,,0,0,0,,,,,2,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,517,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
518,w2k7dluc,,0,0,32,,,,0,,,0.0,T1-T-Info,,,,,,0,0,0,,,,,2_3,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,518,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
519,v3sej9li,,0,0,32,,,,0,,,0.0,T2-T,,,,,,0,0,0,,,,,1,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,519,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
520,phy745eq,,0,0,32,,,,0,,,0.0,T1-T-NoInfo,,,,,,0,0,0,,,,,2_3,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,520,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
521,f7e0mgv2,,0,0,32,,,,0,,,0.0,C-Info,,,,,,0,0,0,,,,,1_3,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,521,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
522,t9pa2h87,,0,0,32,,,,0,,,0.0,T1-P,,,,,,0,0,0,,,,,2,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,522,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
523,o3t0nd9l,,0,0,32,,,,0,,,0.0,C-NoInfo,,,,,,0,0,0,,,,,3,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,523,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
